Ag,Al,B,BCC,C,C11 Elastic Constant (GPa),Ca,Co,Composition,Compressive strength (MPa),Cr,Cu,Cu_Content,Cu_Fe_Ratio,Density (g/cm3),Ductility (%),Elastic Modulus (GPa),FCC,Fe,Fe_Content,Fracture Toughness,Ga,Gd,Ge,HCP,Hardness (HVN),Has_BCC_Phase,Has_FCC_Phase,Has_HCP_Phase,Has_IM_Phase,Hf,IM,Li,Method_Other,Method_Unknown,Method_annealing,Method_arc_melting,Method_as_cast,Method_room_temperature,Method_sintering,Mg,Mn,Mo,N,Nb,Nd,Ni,Num_Crystal_Structures,Num_Elements,Num_Phases,Pb,Pd,Phases present,Plasticity (%) - Compressive,Processing_Temperature_C,Processing_Temperature_K,Re,Sc,Shear Modulus (GPa),Si,Sn,Source,Ta,Test Type,Ti,Total_Composition,Unique ID,V,W,Y,Zn,Zr,doi,σ(MPa) at 1000 C,σ(MPa) at 1200 C
0.0,0.161,0.0,0,0.0,0.0,0.0,0.161,0,2240.0,0.161,0.161,0.161,1.0,0.0,0.0,0.0,1,0.161,0.161,0.0,0.0,0.0,0.0,0,410.0,0,1,0,0,0.0,0,0.0,False,False,False,True,False,False,False,0.0,0.0,0.032,0.0,0.0,0.0,0.161,1,7,1.0,0.0,0.0,0,3.5,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,0.998,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.167,0,2091.0,0.0,0.167,0.167,1.6700000000000002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,410.0,1,0,0,0,0.167,1,0.0,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.167,2,6,2.0,0.0,0.0,0,2.26,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1007/s12540-016-6034-5,0.0,0,0.167,1.002,0,0.0,0.0,0.0,0.0,0.167,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.172,0,1970.0,0.172,0.138,0.138,0.8023255813953489,0.0,0.0,0.0,1,0.172,0.172,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,False,False,True,False,False,False,0.0,0.0,0.172,0.0,0.0,0.0,0.172,2,6,3.0,0.0,0.0,0,18.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,0.9979999999999998,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1924.0,0.0,0.2,0.2,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,410.0,0,0,0,0,0.2,1,0.0,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,1.0,0.0,0.0,0,0.39,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1007/s12540-016-6034-5,0.0,0,0.2,1.0,0,0.0,0.0,0.0,0.0,0.2,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.182,0,1900.0,0.182,0.091,0.091,0.5,0.0,0.0,0.0,1,0.182,0.182,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,False,False,True,False,False,False,0.0,0.0,0.182,0.0,0.0,0.0,0.182,2,6,3.0,0.0,0.0,0,20.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,1.001,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.136,0.0,1,0.0,0.0,0.0,0.182,0,1900.0,0.182,0.045,0.045,0.2472527472527472,0.0,0.0,0.0,1,0.182,0.182,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.182,2,7,2.0,0.0,0.0,0,12.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.091,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.111,0.0,1,0.0,0.0,0.0,0.111,0,1862.0,0.111,0.111,0.111,1.0,0.0,0.0,0.0,1,0.111,0.111,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.111,0.0,0.0,0.0,0.0,0.111,2,9,2.0,0.0,0.0,0,1.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.111,0.999,0,0.111,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.189,0,1800.0,0.189,0.057,0.057,0.3015873015873015,0.0,0.0,0.0,1,0.189,0.189,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,False,False,True,False,False,False,0.0,0.0,0.189,0.0,0.0,0.0,0.189,2,6,2.0,0.0,0.0,0,9.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,1.002,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.075,0.0,1,0.0,0.0,0.0,0.25,0,1795.0,0.0,0.175,0.175,0.7,0.0,0.0,0.0,0,0.25,0.25,0.0,0.0,0.0,0.0,0,454.0,1,0,0,0,0.0,0,0.0,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,5,1.0,0.0,0.0,0,10.6,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2022.110930,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.085,0.0,1,0.0,0.0,0.0,0.169,0,1790.0,0.169,0.169,0.169,1.0,0.0,0.0,0.0,1,0.169,0.169,0.0,0.0,0.0,0.0,0,420.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.169,2,7,2.0,0.0,0.0,0,23.0,499.85,773.0,0.0,0.0,0.0,0.068,0.0,http://dx.doi.org/10.1016/j.jallcom.2014.11.085,0.0,0,0.0,0.9980000000000002,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.2,0.0,1,0.0,0.0,0.0,0.0,0,1751.0,0.0,0.2,0.2,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,532.0,1,0,1,0,0.2,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3.0,0.0,0.0,0,11.3,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.matdes.2016.06.100,0.0,0,0.0,1.0,0,0.0,0.0,0.2,0.0,0.2,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.167,0,1750.0,0.167,0.167,0.167,1.0,0.0,0.0,0.0,1,0.167,0.167,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,False,False,True,False,False,False,0.0,0.0,0.167,0.0,0.0,0.0,0.167,2,6,3.0,0.0,0.0,0,12.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,1.002,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.173,0.0,1,0.0,0.0,0.0,0.192,0,1700.0,0.192,0.019,0.019,0.0989583333333333,0.0,0.0,0.0,0,0.192,0.192,0.0,0.0,0.0,0.0,0,410.0,1,0,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.192,0.0,0.0,0.0,1,7,1.0,0.0,0.0,0,20.0,499.85,773.0,0.0,0.0,0.0,0.038,0.0,dx.doi.org/10.1016/j.matdes.2015.11.013,0.0,0,0.0,0.998,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0,1670.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,1,0.2,0.2,0.0,0.0,0.0,0.0,0,365.0,0,1,0,0,0.0,0,0.0,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,2.0,0.0,0.0,0,5.8,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.apsusc.2015.07.207,0.0,0,0.2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.154,0.0,1,0.0,0.0,0.0,0.192,0,1650.0,0.192,0.038,0.038,0.1979166666666666,0.0,0.0,0.0,0,0.192,0.192,0.0,0.0,0.0,0.0,0,410.0,1,0,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.192,0.0,0.0,0.0,1,7,1.0,0.0,0.0,0,13.0,499.85,773.0,0.0,0.0,0.0,0.038,0.0,dx.doi.org/10.1016/j.matdes.2015.11.013,0.0,0,0.0,0.998,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,1646.0,0.0,0.167,0.167,1.6700000000000002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,410.0,1,0,0,0,0.167,1,0.0,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.167,0.0,0.167,2,6,2.0,0.0,0.0,0,2.47,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1007/s12540-016-6034-5,0.0,0,0.167,1.002,0,0.0,0.0,0.0,0.0,0.167,0,0.0,0.0
0.0,0.286,0.0,1,0.0,0.0,0.0,0.143,0,1620.0,0.143,0.143,0.143,1.0,0.0,0.0,0.0,1,0.143,0.143,0.0,0.0,0.0,0.0,0,560.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.143,2,6,2.0,0.0,0.0,0,11.3,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.0,1.001,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0,1617.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,1,0.2,0.2,0.0,0.0,0.0,0.0,0,516.0,0,1,0,0,0.0,0,0.0,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,2.0,0.0,0.0,0,8.2,24.850000000000023,298.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.apsusc.2015.07.207,0.0,0,0.2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.115,0.0,1,0.0,0.0,0.0,0.192,0,1600.0,0.192,0.077,0.077,0.4010416666666666,0.0,0.0,0.0,0,0.192,0.192,0.0,0.0,0.0,0.0,0,410.0,1,0,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.192,0.0,0.0,0.0,1,7,1.0,0.0,0.0,0,8.0,499.85,773.0,0.0,0.0,0.0,0.038,0.0,dx.doi.org/10.1016/j.matdes.2015.11.013,0.0,0,0.0,0.998,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.091,0.0,1,0.0,0.0,0.0,0.182,0,1580.0,0.182,0.091,0.091,0.5,0.0,0.0,0.0,1,0.182,0.182,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.182,2,7,2.0,0.0,0.0,0,17.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.091,1.001,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0,1569.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,1,0.2,0.2,0.0,0.0,0.0,0.0,0,544.0,0,1,0,0,0.0,0,0.0,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,2.0,0.0,0.0,0,13.5,699.85,973.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.apsusc.2015.07.215,0.0,0,0.2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.225,0.0,0,0.0,0.0,0.0,0.0,0,1490.0,0.0,0.2,0.2,1.3333333333333337,0.0,0.0,0.0,1,0.15,0.15,0.0,0.0,0.0,0.0,0,575.0,0,1,0,0,0.0,0,0.0,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,2.0,0.0,0.0,0,8.5,699.85,973.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.apsusc.2015.07.207,0.0,0,0.225,1.0000000000000002,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.096,0,0.0,0.0,0.0,0.192,0,1480.05,0.0,0.192,0.192,1.0,0.0,0.0,0.0,1,0.192,0.192,0.0,0.0,0.0,0.0,0,410.0,0,1,0,0,0.0,0,0.0,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.288,1,6,1.0,0.0,0.0,0,11.3,196.0,469.15,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.jallcom.2022.164310,0.0,0,0.0,0.998,0,0.0,0.0,0.038,0.0,0.0,0,0.0,0.0
0.0,0.143,0.0,1,0.0,0.0,0.0,0.143,0,1469.0,0.143,0.143,0.143,1.0,0.0,0.0,0.0,1,0.143,0.143,0.0,0.0,0.0,0.0,0,410.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.143,2,7,2.0,0.0,0.0,0,16.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.0,1.001,0,0.143,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.2,0.0,1,0.0,0.0,0.0,0.1,0,1465.0,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0,0.1,0.1,0.0,0.0,0.0,0.0,0,410.0,1,0,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1,9,1.0,0.0,0.0,0,2.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.1,1.0,0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.4,0.0,1,0.0,0.0,0.0,0.075,0,1461.0,0.075,0.075,0.075,1.0,0.0,0.0,0.0,0,0.075,0.075,0.0,0.0,0.0,0.0,0,410.0,1,0,0,1,0.0,1,0.0,False,True,False,False,False,False,False,0.0,0.075,0.0,0.0,0.0,0.0,0.075,2,9,2.0,0.0,0.0,0,1.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.dib.2018.11.111,0.0,0,0.075,0.9999999999999998,0,0.075,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,0,1460.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,1,0.2,0.2,0.0,0.0,0.0,0.0,0,382.0,0,1,0,0,0.0,1,0.0,False,False,False,True,False,False,False,0.0,0.0,0.2,0.0,0.0,0.0,0.2,2,5,3.0,0.0,0.0,0,50.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,0,0.0,0.0,0.0,0.208,0,1436.0,0.0,0.208,0.208,1.0,0.0,0.0,0.0,1,0.208,0.208,0.0,0.0,0.0,0.0,0,347.0,0,1,0,0,0.0,1,0.0,False,False,False,True,False,False,False,0.0,0.0,0.167,0.0,0.0,0.0,0.208,2,5,3.0,0.0,0.0,0,43.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,0.999,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.2,0.0,1,0.0,0.0,0.0,0.0,0,1432.0,0.0,0.2,0.2,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,480.0,1,0,1,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,2.0,0.0,0.0,0,11.3,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.matdes.2016.06.100,0.0,0,0.2,1.0,0,0.0,0.0,0.2,0.0,0.2,0,0.0,0.0
0.0,0.0,0.0,0,0.0,0.0,0.0,0.217,0,1421.0,0.0,0.217,0.217,1.0,0.0,0.0,0.0,1,0.217,0.217,0.0,0.0,0.0,0.0,0,277.0,0,1,0,0,0.0,0,0.0,False,False,False,True,False,False,False,0.0,0.0,0.13,0.0,0.0,0.0,0.217,1,5,1.0,0.0,0.0,0,34.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.vacuum.2020.109173,0.0,0,0.0,0.998,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,1380.0,0.0,0.2,0.2,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,312.0,1,0,1,0,0.2,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,2.0,0.0,0.0,0,21.3,499.85,773.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.matdes.2016.06.100,0.0,0,0.2,1.0,0,0.0,0.0,0.2,0.0,0.2,0,0.0,0.0
0.0,0.182,0.0,0,0.0,0.0,0.0,0.182,0,1355.0,0.182,0.091,0.091,0.5,0.0,0.0,0.0,0,0.182,0.182,0.0,0.0,0.0,0.0,0,582.0,0,0,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0,6,1.0,0.0,0.0,0,9.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,0.0,0,0.0,1.001,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.167,0.0,1,0.0,0.0,0.0,0.185,0,1345.0,0.185,0.093,0.093,0.5027027027027027,0.0,0.0,0.0,1,0.185,0.185,0.0,0.0,0.0,0.0,0,570.0,1,1,0,0,0.0,0,0.0,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.185,2,6,2.0,0.0,0.0,0,9.0,499.85,773.0,0.0,0.0,0.0,0.0,0.0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.225,0.0,0,0.0,0.0,0.0,0.0,0,1335.0,0.0,0.2,0.2,1.3333333333333337,0.0,0.0,0.0,1,0.15,0.15,0.0,0.0,0.0,0.0,0,370.0,0,1,0,0,0.0,0,0.0,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,2.0,0.0,0.0,0,8.8,899.85,1173.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.apsusc.2015.07.207,0.0,0,0.225,1.0000000000000002,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0.0,0.0,0.096,0,0.0,0.0,0.0,0.192,0,1331.92,0.0,0.192,0.192,1.0,0.0,0.0,0.0,1,0.192,0.192,0.0,0.0,0.0,0.0,0,410.0,0,1,0,0,0.0,0,0.0,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.288,1,6,1.0,0.0,0.0,0,11.3,196.0,469.15,0.0,0.0,0.0,0.0,0.0,https://doi.org/10.1016/j.jallcom.2022.164310,0.0,0,0.0,0.998,0,0.0,0.0,0.038,0.0,0.0,0,0.0,0.0
0.0,0.225,0.0,0,0.0,0.0,0.0,0.0,0,1326.0,0.0,0.2,0.2,1.3333333333333337,0.0,0.0,0.0,1,0.15,0.15,0.0,0.0,0.0,0.0,0,516.0,0,1,0,0,0.0,0,0.0,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,5,2.0,0.0,0.0,0,6.6,24.850000000000023,298.0,0.0,0.0,0.0,0.0,0.0,dx.doi.org/10.1016/j.apsusc.2015.07.207,0.0,0,0.225,1.0000000000000002,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
