hardness,yield_strength,ultimate_tensile_strength,elongation,compressive_strength,plasticity,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,ρ (g/cm<sup>3</sup>),E (GPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,G (GPa),C11 (GPa),Fracture Toughness,ductility,Test Type,phase_FCC_only,phase_BCC_only,phase_dual_FCC_BCC,phase_complex,total_phases,Cu_Fe_ratio,Al_Ni_ratio,Cr_Co_ratio,num_elements,mixing_entropy,avg_atomic_radius,atomic_size_difference,avg_electronegativity,principal_element_fraction,alloy_type_binary,alloy_type_ternary,alloy_type_quaternary,alloy_type_complex,principal_Al,principal_Co,principal_Cr,principal_Cu,principal_Fe,principal_Ni,Cu_Fe_interaction,Cu_Fe_sum,Al_Ni_interaction,Al_Ni_sum,Cr_Co_interaction,Cr_Co_sum,Ti_V_interaction,Ti_V_sum
0.0,0.0,0.0,0.0,2240.0,3.5,1.0,0.0,0.0,0.0,0.0,0.09667063921313844,-0.30618621784789735,-0.21729733479328625,0.0,0.2096160120149451,0.35539790695755213,0.14149273508934868,0.019005856655177674,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,0.12536851637064333,-0.22360679774997896,-0.098058067569092,0.0,-0.27317958374448675,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,1.0,0.9999999378882026,0.9999999378882026,0.9999999378882026,7,1.8743996029595902,129.062,6.564461616309444,1.80631,0.161,False,False,False,True,1,0,0,0,0,0,0.025921000000000003,0.322,0.025921000000000003,0.322,0.025921000000000003,0.322,0.0,0.0
0.0,0.0,0.0,0.0,2091.0,2.26,0.0,1.0,0.0,1.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,0.3037551157768229,-1.8476061151622782,0.24631103339919697,-2.8818566400761143,-0.177852517788277,0.0,3.9588704255440614,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,-0.1879938301898728,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,0.8630593667465126,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,3.547812089254843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.0,16700000.0,0.0,0.0,6,1.7933409894985128,140.781,15.474935183127586,1.64662,0.167,False,False,False,True,0,1,0,0,0,0,0.0,0.167,0.0,0.167,0.0,0.167,0.0,0.167
0.0,0.0,0.0,0.0,1970.0,18.0,1.0,1.0,0.0,0.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,0.38220436891172066,0.5059137097110806,-0.2603107417650693,0.21720143096601097,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,2.7931784873991505,-0.22360679774997896,-0.098058067569092,0.0,-0.11700570222769488,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.8023255347485155,0.0,0.9999999418604685,6,1.7871335098129086,128.088,5.0741683566866405,1.8858799999999998,0.172,False,False,False,True,0,1,0,0,0,0,0.023736,0.31,0.0,0.172,0.029583999999999996,0.344,0.0,0.0
0.0,0.0,0.0,0.0,1924.0,0.39,0.0,0.0,0.0,1.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,-2.3164499389287743,-1.8476061151622782,0.8228116741033621,-2.8818566400761143,-0.177852517788277,0.0,4.785175227936096,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,0.28052781436050367,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,1.24379810202119,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,4.297349854590373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1.0,20000000.0,0.0,0.0,5,1.6094379124341005,143.60000000000002,15.134067529914091,1.596,0.2,False,False,False,True,0,0,0,1,0,0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2
0.0,0.0,0.0,0.0,1900.0,20.0,1.0,1.0,0.0,0.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,0.539102875181517,0.6427462576688342,-1.0813874118588804,0.3973792257940417,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,2.9837363424726155,-0.22360679774997896,-0.098058067569092,0.0,0.024970553696661745,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.4999999725274741,0.0,0.9999999450549482,6,1.7685287339282016,128.49200000000002,5.21384024151105,1.8909800000000003,0.182,False,False,False,True,0,1,0,0,0,0,0.016562,0.273,0.0,0.182,0.033124,0.364,0.0,0.0
0.0,0.0,0.0,0.0,1900.0,12.0,1.0,1.0,0.0,0.0,0.0,-0.10530480480178464,-0.30618621784789735,-0.21729733479328625,0.0,0.539102875181517,0.6427462576688342,-1.8849943655677166,0.3973792257940417,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,0.024970553696661745,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-0.013793478128501813,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.24725273366743222,0.7472527061949064,0.9999999450549482,7,1.8693293191974292,130.131,8.01173133598475,1.76956,0.182,False,False,False,True,0,1,0,0,0,0,0.00819,0.22699999999999998,0.024752,0.318,0.033124,0.364,0.0,0.091
0.0,0.0,0.0,0.0,1862.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.30728024881670785,-0.30618621784789735,-0.21729733479328625,0.0,-0.574876519334036,-0.3287648328312151,-0.7319930841593864,-0.8818831174849752,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,0.6504464808251523,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,-0.9830608633662693,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,0.2169572705228178,1.2237496139191044,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.999999909909918,0.999999909909918,0.999999909909918,9,2.196026852592133,131.20199999999997,7.828743909210469,1.72161,0.111,False,False,False,True,1,0,0,0,0,0,0.012321,0.222,0.012321,0.222,0.012321,0.222,0.012321,0.222
0.0,0.0,0.0,0.0,1800.0,9.0,1.0,1.0,0.0,0.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,0.6489318295703745,0.7385290412392617,-1.6753577689480201,0.5235036821736632,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,3.117126841024041,-0.22360679774997896,-0.098058067569092,0.0,0.12435393284371138,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.30158728563030235,0.0,0.9999999470899499,6,1.73766593804217,128.634,5.317278995125232,1.89246,0.189,False,False,False,True,0,1,0,0,0,0,0.010773000000000001,0.246,0.0,0.189,0.035721,0.378,0.0,0.0
454.0,0.0,0.0,0.0,1795.0,10.6,0.0,1.0,0.0,0.0,0.0,-0.5981248881981972,-0.30618621784789735,-0.21729733479328625,0.0,1.6060127178161314,-1.8476061151622782,0.3860687644789942,1.6225882306246497,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,0.990409093982286,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,1.0,0.6999999720000011,0.2999999880000005,0.0,5,1.5390104366336141,126.875,4.78114787472632,1.85825,0.25,False,False,False,True,0,1,0,0,0,0,0.04375,0.425,0.01875,0.325,0.0,0.25,0.0,0.0
420.0,0.0,0.0,0.0,1790.0,23.0,1.0,1.0,0.0,0.0,0.0,-0.5173347105922278,-0.30618621784789735,-0.21729733479328625,0.0,0.3351348170307822,0.46486394532375497,0.2812504661691464,0.16314809251760226,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,-0.15959857900500146,0.0,0.0,0.0,2.5686385702721934,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.9999999408284059,0.5029585501207958,0.9999999408284059,7,1.894623473560524,118.79400000000001,9.915369558417872,1.6882700000000002,0.169,False,False,False,True,0,1,0,0,0,0,0.028561000000000003,0.338,0.014365000000000003,0.254,0.028561000000000003,0.338,0.0,0.0
532.0,0.0,0.0,0.0,1751.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4117523318764186,-0.30618621784789735,-0.21729733479328625,0.0,-2.3164499389287743,-1.8476061151622782,0.8228116741033621,-2.8818566400761143,-0.177852517788277,0.0,4.785175227936096,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,-2.5589973041266263,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,5.546639988773623,-0.26860675777395276,4.297349854590373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.0,20000000.0,20000000.0,0.0,5,1.6094379124341005,118.0,28.879058156387302,1.2280000000000002,0.2,False,False,False,True,1,0,0,0,0,0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1750.0,12.0,1.0,1.0,0.0,0.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,0.3037551157768229,0.43749743573220423,0.24631103339919697,0.12711253355199612,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,2.6978995598624187,-0.22360679774997896,-0.098058067569092,0.0,-0.1879938301898728,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.9999999401197641,0.0,0.9999999401197641,6,1.7933409894985128,128.59,5.000467598135199,1.8937800000000002,0.167,False,False,False,True,0,1,0,0,0,0,0.027889000000000004,0.334,0.0,0.167,0.027889000000000004,0.334,0.0,0.0
0.0,0.0,0.0,0.0,1700.0,20.0,0.0,1.0,0.0,0.0,0.0,0.1936188523403014,-0.30618621784789735,-0.21729733479328625,0.0,0.6960013814513134,0.7795788056265878,-2.339206991577059,0.5775570206220724,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,4.472135954999579,-0.098058067569092,0.0,-2.5589973041266263,0.0,0.0,0.0,1.3077360462956606,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,1.0,0.09895832817925374,17300000.0,0.9999999479166694,7,1.7704912621849558,99.939,27.164661156141822,1.3456700000000001,0.192,False,False,False,True,0,1,0,0,0,0,0.003648,0.211,0.0,0.173,0.036864,0.384,0.0,0.0
365.0,0.0,0.0,0.0,1670.0,5.8,1.0,0.0,0.0,0.0,0.0,0.4117523318764186,-0.30618621784789735,-0.21729733479328625,0.0,-2.3164499389287743,-1.8476061151622782,0.8228116741033621,0.721699256484497,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,0.28052781436050367,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,1.24379810202119,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,1.0,0.9999999500000025,0.9999999500000025,0.0,5,1.6094379124341005,133.6,9.478396488858229,1.7580000000000002,0.2,False,False,False,True,1,0,0,0,0,0,0.04000000000000001,0.4,0.04000000000000001,0.4,0.0,0.0,0.0,0.2
0.0,0.0,0.0,0.0,1650.0,13.0,0.0,1.0,0.0,0.0,0.0,0.04011751488895991,-0.30618621784789735,-0.21729733479328625,0.0,0.6960013814513134,0.7795788056265878,-2.0072823802625392,0.5775570206220724,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,4.472135954999579,-0.098058067569092,0.0,-2.5589973041266263,0.0,0.0,0.0,1.3077360462956606,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,0,0,1.0,0.19791665635850747,15400000.0,0.9999999479166694,7,1.8040360737959324,99.654,27.032663758645768,1.35118,0.192,False,False,False,True,0,1,0,0,0,0,0.007296,0.23,0.0,0.154,0.036864,0.384,0.0,0.0
0.0,0.0,0.0,0.0,1646.0,2.47,0.0,1.0,0.0,1.0,0.0,-1.2040512202429665,-0.30618621784789735,-0.21729733479328625,0.0,-2.3164499389287743,-1.8476061151622782,0.24631103339919697,-2.8818566400761143,-0.177852517788277,0.0,3.9588704255440614,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,10.198039027185567,0.0,-0.1879938301898728,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,0.8630593667465126,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,3.547812089254843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2.0,16700000.0,0.0,0.0,6,1.7933409894985128,144.288,13.861208817704176,1.59986,0.167,False,False,False,True,0,0,0,1,0,0,0.0,0.167,0.0,0.167,0.0,0.0,0.0,0.167
560.0,0.0,0.0,0.0,1620.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1065478592877538,-0.30618621784789735,-0.21729733479328625,0.0,-0.07280129927068837,0.1090993206335957,-0.1729621598401962,-0.3053141740352776,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,-0.5287368444083287,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,-1.0637093844920058,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,2.0,0.999999930069935,1.99999986013987,0.999999930069935,6,1.7486154657308075,131.131,7.713959953292472,1.7731999999999997,0.286,False,False,False,True,1,0,0,0,0,0,0.020448999999999995,0.286,0.04089799999999999,0.42899999999999994,0.020448999999999995,0.286,0.0,0.0
516.0,0.0,0.0,0.0,1617.0,8.2,1.0,0.0,0.0,0.0,0.0,0.4117523318764186,-0.30618621784789735,-0.21729733479328625,0.0,-2.3164499389287743,-1.8476061151622782,0.8228116741033621,0.721699256484497,-0.177852517788277,0.0,-0.2227326653489641,-0.09805806756909201,-0.24228316512837222,-0.6012911360123924,-0.4844166198644441,-0.22360679774997896,-0.098058067569092,0.0,0.28052781436050367,0.0,0.0,0.0,-0.2894071507412803,-0.13206763594884358,0.0,1.24379810202119,-0.468233939178723,0.0,-0.26049131864716085,-0.26860675777395276,-0.24530326865526442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,1.0,0.9999999500000025,0.9999999500000025,0.0,5,1.6094379124341005,133.6,9.478396488858229,1.7580000000000002,0.2,False,False,False,True,1,0,0,0,0,0,0.04000000000000001,0.4,0.04000000000000001,0.4,0.0,0.0,0.0,0.2
